home_score,away_score,n_x,n_y,p_x,p_y,a,b,time_remaining,home_expected,away_expected,time_elapsed
2.0,3.0,64.0,107.0,0.3333333333333333,0.1,1.0,3.0,2210.0,23.333333333333332,35.1,190.0
2.0,3.0,63.0,105.0,0.3333333333333333,0.1,1.0,3.0,2195.0,23.0,34.5,205.0
2.0,3.0,59.0,98.0,0.3333333333333333,0.1,1.0,3.0,2191.0,21.666666666666664,32.400000000000006,209.0
2.0,3.0,59.0,98.0,0.3333333333333333,0.1,1.0,3.0,2178.0,21.666666666666664,32.400000000000006,222.0
2.0,3.0,56.0,94.0,0.3333333333333333,0.1,1.0,3.0,2178.0,20.666666666666664,31.200000000000003,222.0
2.0,3.0,56.0,103.0,0.3333333333333333,0.09090909090909091,1.0,3.0,2169.0,20.666666666666664,31.09090909090909,231.0
2.0,3.0,56.0,103.0,0.3333333333333333,0.09090909090909091,1.0,3.0,2169.0,20.666666666666664,31.09090909090909,231.0
2.0,4.0,56.0,113.0,0.3333333333333333,0.16666666666666666,1.0,2.0,2169.0,20.666666666666664,41.666666666666664,231.0
5.0,4.0,62.0,107.0,0.42857142857142855,0.16666666666666666,1.6666666666666667,2.0,2169.0,49.285714285714285,39.666666666666664,231.0
5.0,4.0,57.0,98.0,0.42857142857142855,0.16666666666666666,1.6666666666666667,2.0,2157.0,45.714285714285715,36.666666666666664,243.0
5.0,4.0,64.0,96.0,0.375,0.16666666666666666,1.6666666666666667,2.0,2139.0,45.0,36.0,261.0
5.0,4.0,57.0,98.0,0.42857142857142855,0.16666666666666666,1.6666666666666667,2.0,2139.0,45.714285714285715,36.666666666666664,261.0
5.0,4.0,62.0,93.0,0.375,0.16666666666666666,1.6666666666666667,2.0,2134.0,43.75,35.0,266.0
5.0,6.0,62.0,100.0,0.375,0.23076923076923078,1.6666666666666667,2.0,2127.0,43.75,52.15384615384615,273.0
5.0,6.0,65.0,95.0,0.3333333333333333,0.23076923076923078,1.6666666666666667,2.0,2125.0,41.111111111111114,49.84615384615385,275.0
5.0,6.0,64.0,92.0,0.3333333333333333,0.23076923076923078,1.6666666666666667,2.0,2110.0,40.55555555555556,48.46153846153847,290.0
5.0,6.0,63.0,97.0,0.3333333333333333,0.21428571428571427,1.6666666666666667,2.0,2104.0,40.0,47.57142857142857,296.0
5.0,6.0,62.0,96.0,0.3333333333333333,0.21428571428571427,1.6666666666666667,2.0,2098.0,39.44444444444444,47.14285714285714,302.0
8.0,6.0,65.0,92.0,0.4,0.21428571428571427,2.0,2.0,2094.0,60.0,45.42857142857142,306.0
8.0,6.0,60.0,89.0,0.4,0.2,2.0,2.0,2082.0,56.0,41.6,318.0
8.0,6.0,59.0,88.0,0.4,0.2,2.0,2.0,2055.0,55.2,41.2,345.0
10.0,6.0,63.0,86.0,0.45454545454545453,0.2,2.0,2.0,2052.0,67.27272727272728,40.4,348.0
10.0,8.0,58.0,84.0,0.45454545454545453,0.25,2.0,2.0,2042.0,62.72727272727273,50.0,358.0
10.0,8.0,58.0,77.0,0.4166666666666667,0.25,2.0,2.0,2017.0,58.333333333333336,46.5,383.0
10.0,8.0,57.0,76.0,0.4166666666666667,0.25,2.0,2.0,1987.0,57.5,46.0,413.0
10.0,8.0,55.0,78.0,0.4166666666666667,0.23529411764705882,2.0,2.0,1983.0,55.833333333333336,44.705882352941174,417.0
10.0,8.0,55.0,77.0,0.4166666666666667,0.23529411764705882,2.0,2.0,1972.0,55.833333333333336,44.23529411764706,428.0
12.0,8.0,59.0,77.0,0.46153846153846156,0.23529411764705882,2.0,2.0,1968.0,66.46153846153847,44.23529411764706,432.0
12.0,8.0,56.0,77.0,0.46153846153846156,0.2222222222222222,2.0,2.0,1965.0,63.69230769230769,42.22222222222222,435.0
12.0,8.0,55.0,77.0,0.46153846153846156,0.2222222222222222,2.0,2.0,1947.0,62.769230769230774,42.22222222222222,453.0
14.0,8.0,58.0,75.0,0.5,0.2222222222222222,2.0,2.0,1943.0,72.0,41.33333333333333,457.0
14.0,8.0,55.0,70.0,0.5,0.2222222222222222,2.0,2.0,1933.0,69.0,39.111111111111114,467.0
14.0,8.0,55.0,70.0,0.5,0.2222222222222222,2.0,2.0,1911.0,69.0,39.111111111111114,489.0
14.0,9.0,55.0,74.0,0.5,0.2631578947368421,2.0,1.8,1911.0,69.0,44.05263157894737,489.0
14.0,9.0,55.0,74.0,0.5,0.2631578947368421,2.0,1.8,1911.0,69.0,44.05263157894737,489.0
14.0,9.0,55.0,78.0,0.5,0.25,2.0,1.8,1911.0,69.0,44.1,489.0
14.0,9.0,54.0,78.0,0.5,0.25,2.0,1.8,1911.0,68.0,44.1,489.0
14.0,9.0,51.0,73.0,0.5,0.25,2.0,1.8,1909.0,65.0,41.85,491.0
14.0,9.0,51.0,76.0,0.5,0.23809523809523808,2.0,1.8,1886.0,65.0,41.57142857142857,514.0
14.0,9.0,51.0,73.0,0.5,0.25,2.0,1.8,1886.0,65.0,41.85,514.0
14.0,9.0,51.0,76.0,0.5,0.23809523809523808,2.0,1.8,1882.0,65.0,41.57142857142857,518.0
14.0,9.0,51.0,76.0,0.5,0.23809523809523808,2.0,1.8,1882.0,65.0,41.57142857142857,518.0
14.0,9.0,50.0,74.0,0.5,0.23809523809523808,2.0,1.8,1882.0,64.0,40.714285714285715,518.0
14.0,9.0,53.0,74.0,0.4666666666666667,0.23809523809523808,2.0,1.8,1872.0,63.46666666666667,40.714285714285715,528.0
14.0,9.0,53.0,74.0,0.4666666666666667,0.23809523809523808,2.0,1.8,1872.0,63.46666666666667,40.714285714285715,528.0
14.0,9.0,57.0,74.0,0.4375,0.23809523809523808,2.0,1.8,1872.0,63.875,40.714285714285715,528.0
14.0,9.0,56.0,74.0,0.4375,0.23809523809523808,2.0,1.8,1872.0,63.0,40.714285714285715,528.0
16.0,9.0,60.0,74.0,0.47058823529411764,0.23809523809523808,2.0,1.8,1869.0,72.47058823529412,40.714285714285715,531.0
16.0,9.0,57.0,70.0,0.47058823529411764,0.23809523809523808,2.0,1.8,1867.0,69.64705882352942,39.0,533.0
16.0,9.0,57.0,70.0,0.47058823529411764,0.23809523809523808,2.0,1.8,1848.0,69.64705882352942,39.0,552.0
16.0,9.0,57.0,70.0,0.47058823529411764,0.23809523809523808,2.0,1.8,1848.0,69.64705882352942,39.0,552.0
16.0,9.0,56.0,66.0,0.4444444444444444,0.23809523809523808,2.0,1.8,1847.0,65.77777777777777,37.285714285714285,553.0
16.0,9.0,57.0,70.0,0.47058823529411764,0.23809523809523808,2.0,1.8,1847.0,69.64705882352942,39.0,553.0
16.0,9.0,56.0,65.0,0.4444444444444444,0.23809523809523808,2.0,1.8,1820.0,65.77777777777777,36.857142857142854,580.0
18.0,9.0,59.0,65.0,0.47368421052631576,0.23809523809523808,2.0,1.8,1816.0,73.89473684210526,36.857142857142854,584.0
18.0,9.0,56.0,61.0,0.47368421052631576,0.23809523809523808,2.0,1.8,1816.0,71.05263157894737,35.14285714285714,584.0
18.0,9.0,56.0,61.0,0.47368421052631576,0.23809523809523808,2.0,1.8,1789.0,71.05263157894737,35.14285714285714,611.0
18.0,9.0,56.0,59.0,0.45,0.23809523809523808,2.0,1.8,1789.0,68.4,34.285714285714285,611.0
18.0,9.0,56.0,58.0,0.45,0.23809523809523808,2.0,1.8,1768.0,68.4,33.85714285714286,632.0
18.0,9.0,58.0,58.0,0.42857142857142855,0.23809523809523808,2.0,1.8,1765.0,67.71428571428571,33.85714285714286,635.0
18.0,9.0,58.0,58.0,0.42857142857142855,0.23809523809523808,2.0,1.8,1764.0,67.71428571428571,33.85714285714286,636.0
18.0,9.0,60.0,58.0,0.4090909090909091,0.23809523809523808,2.0,1.8,1761.0,67.0909090909091,33.85714285714286,639.0
18.0,9.0,60.0,57.0,0.4090909090909091,0.23809523809523808,2.0,1.8,1759.0,67.0909090909091,33.42857142857143,641.0
18.0,9.0,59.0,57.0,0.4090909090909091,0.23809523809523808,2.0,1.8,1756.0,66.27272727272728,33.42857142857143,644.0
18.0,9.0,57.0,57.0,0.4090909090909091,0.22727272727272727,2.0,1.8,1751.0,64.63636363636364,32.31818181818182,649.0
18.0,9.0,57.0,57.0,0.4090909090909091,0.22727272727272727,2.0,1.8,1734.0,64.63636363636364,32.31818181818182,666.0
18.0,9.0,57.0,57.0,0.4090909090909091,0.22727272727272727,2.0,1.8,1733.0,64.63636363636364,32.31818181818182,667.0
18.0,9.0,57.0,60.0,0.4090909090909091,0.21739130434782608,2.0,1.8,1733.0,64.63636363636364,32.47826086956522,667.0
18.0,9.0,57.0,60.0,0.4090909090909091,0.21739130434782608,2.0,1.8,1733.0,64.63636363636364,32.47826086956522,667.0
18.0,10.0,57.0,62.0,0.4090909090909091,0.25,2.0,1.6666666666666667,1733.0,64.63636363636364,35.833333333333336,667.0
18.0,10.0,57.0,60.0,0.391304347826087,0.25,2.0,1.6666666666666667,1733.0,62.608695652173914,35.0,667.0
18.0,10.0,57.0,62.0,0.391304347826087,0.24,2.0,1.6666666666666667,1714.0,62.608695652173914,34.8,686.0
18.0,10.0,57.0,62.0,0.391304347826087,0.24,2.0,1.6666666666666667,1714.0,62.608695652173914,34.8,686.0
18.0,13.0,56.0,64.0,0.391304347826087,0.2692307692307692,2.0,1.8571428571428572,1710.0,61.82608695652174,45.0,690.0
18.0,13.0,57.0,62.0,0.375,0.2692307692307692,2.0,1.8571428571428572,1705.0,60.75,44.0,695.0
18.0,13.0,56.0,61.0,0.375,0.2692307692307692,2.0,1.8571428571428572,1687.0,60.0,43.5,713.0
18.0,13.0,56.0,63.0,0.375,0.25925925925925924,2.0,1.8571428571428572,1684.0,60.0,43.33333333333333,716.0
18.0,13.0,55.0,62.0,0.375,0.25925925925925924,2.0,1.8571428571428572,1678.0,59.25,42.85185185185185,722.0
18.0,15.0,55.0,64.0,0.375,0.2857142857142857,2.0,1.875,1673.0,59.25,49.285714285714285,727.0
18.0,15.0,54.0,63.0,0.375,0.2857142857142857,2.0,1.875,1667.0,58.5,48.75,733.0
18.0,15.0,54.0,60.0,0.36,0.2857142857142857,2.0,1.875,1660.0,56.879999999999995,47.14285714285714,740.0
18.0,15.0,53.0,60.0,0.36,0.2857142857142857,2.0,1.875,1637.0,56.16,47.14285714285714,763.0
18.0,15.0,51.0,59.0,0.36,0.27586206896551724,2.0,1.875,1634.0,54.72,45.51724137931035,766.0
18.0,15.0,51.0,59.0,0.36,0.27586206896551724,2.0,1.875,1613.0,54.72,45.51724137931035,787.0
18.0,15.0,51.0,61.0,0.36,0.26666666666666666,2.0,1.875,1610.0,54.72,45.5,790.0
18.0,15.0,53.0,61.0,0.34615384615384615,0.26666666666666666,2.0,1.875,1608.0,54.69230769230769,45.5,792.0
18.0,15.0,52.0,60.0,0.34615384615384615,0.26666666666666666,2.0,1.875,1608.0,54.0,45.0,792.0
18.0,15.0,53.0,59.0,0.3333333333333333,0.26666666666666666,2.0,1.875,1604.0,53.33333333333333,44.5,796.0
18.0,15.0,53.0,58.0,0.3333333333333333,0.26666666666666666,2.0,1.875,1588.0,53.33333333333333,44.0,812.0
18.0,15.0,50.0,56.0,0.3333333333333333,0.26666666666666666,2.0,1.875,1586.0,51.33333333333333,43.0,814.0
20.0,15.0,50.0,54.0,0.35714285714285715,0.26666666666666666,2.0,1.875,1559.0,55.714285714285715,42.0,841.0
18.0,15.0,50.0,56.0,0.3333333333333333,0.26666666666666666,2.0,1.875,1559.0,51.33333333333333,43.0,841.0
21.0,15.0,50.0,53.0,0.3793103448275862,0.25806451612903225,1.9090909090909092,1.875,1541.0,57.206896551724135,40.64516129032258,859.0
20.0,15.0,50.0,54.0,0.35714285714285715,0.26666666666666666,2.0,1.875,1541.0,55.714285714285715,42.0,859.0
21.0,15.0,52.0,54.0,0.3793103448275862,0.26666666666666666,1.9090909090909092,1.875,1541.0,58.6551724137931,42.0,859.0
21.0,15.0,49.0,53.0,0.3793103448275862,0.25806451612903225,1.9090909090909092,1.875,1519.0,56.48275862068965,40.64516129032258,881.0
21.0,15.0,49.0,53.0,0.3793103448275862,0.25806451612903225,1.9090909090909092,1.875,1513.0,56.48275862068965,40.64516129032258,887.0
21.0,15.0,49.0,53.0,0.3793103448275862,0.25806451612903225,1.9090909090909092,1.875,1513.0,56.48275862068965,40.64516129032258,887.0
23.0,15.0,50.0,52.0,0.4,0.25806451612903225,1.9166666666666667,1.875,1513.0,61.333333333333336,40.16129032258064,887.0
23.0,15.0,49.0,52.0,0.4,0.25,1.9166666666666667,1.875,1503.0,60.56666666666667,39.375,897.0
23.0,15.0,48.0,51.0,0.4,0.25,1.9166666666666667,1.875,1483.0,59.800000000000004,38.90625,917.0
23.0,15.0,48.0,50.0,0.3870967741935484,0.25,1.9166666666666667,1.875,1480.0,58.61290322580645,38.4375,920.0
23.0,15.0,48.0,51.0,0.3870967741935484,0.24242424242424243,1.9166666666666667,1.875,1461.0,58.61290322580645,38.18181818181819,939.0
23.0,15.0,48.0,51.0,0.3870967741935484,0.24242424242424243,1.9166666666666667,1.875,1461.0,58.61290322580645,38.18181818181819,939.0
23.0,15.0,47.0,52.0,0.3870967741935484,0.23529411764705882,1.9166666666666667,1.875,1457.0,57.87096774193549,37.94117647058823,943.0
23.0,15.0,47.0,51.0,0.3870967741935484,0.23529411764705882,1.9166666666666667,1.875,1449.0,57.87096774193549,37.5,951.0
26.0,15.0,47.0,50.0,0.40625,0.23529411764705882,2.0,1.875,1445.0,64.1875,37.05882352941177,955.0
26.0,17.0,45.0,49.0,0.40625,0.2571428571428571,2.0,1.8888888888888888,1430.0,62.5625,40.8,970.0
28.0,17.0,45.0,47.0,0.42424242424242425,0.2571428571428571,2.0,1.8888888888888888,1402.0,66.18181818181819,39.82857142857142,998.0
28.0,17.0,43.0,45.0,0.42424242424242425,0.2571428571428571,2.0,1.8888888888888888,1381.0,64.48484848484848,38.857142857142854,1019.0
28.0,19.0,42.0,46.0,0.4117647058823529,0.2972972972972973,2.0,1.7272727272727273,1356.0,62.588235294117645,42.62162162162162,1044.0
28.0,18.0,43.0,47.0,0.42424242424242425,0.2777777777777778,2.0,1.8,1356.0,64.48484848484848,41.5,1044.0
28.0,17.0,43.0,45.0,0.42424242424242425,0.2571428571428571,2.0,1.8888888888888888,1356.0,64.48484848484848,38.857142857142854,1044.0
28.0,19.0,43.0,48.0,0.42424242424242425,0.2972972972972973,2.0,1.7272727272727273,1356.0,64.48484848484848,43.648648648648646,1044.0
28.0,19.0,42.0,46.0,0.4117647058823529,0.2972972972972973,2.0,1.7272727272727273,1332.0,62.588235294117645,42.62162162162162,1068.0
30.0,19.0,43.0,46.0,0.42857142857142855,0.2972972972972973,2.0,1.7272727272727273,1328.0,66.85714285714286,42.62162162162162,1072.0
30.0,19.0,43.0,46.0,0.42857142857142855,0.2972972972972973,2.0,1.7272727272727273,1327.0,66.85714285714286,42.62162162162162,1073.0
31.0,19.0,45.0,46.0,0.4444444444444444,0.2972972972972973,1.9375,1.7272727272727273,1327.0,69.75,42.62162162162162,1073.0
31.0,22.0,43.0,45.0,0.4444444444444444,0.3157894736842105,1.9375,1.8333333333333333,1327.0,68.02777777777777,48.05263157894737,1073.0
31.0,22.0,42.0,44.0,0.4444444444444444,0.3157894736842105,1.9375,1.8333333333333333,1303.0,67.16666666666666,47.473684210526315,1097.0
31.0,22.0,43.0,44.0,0.43243243243243246,0.3157894736842105,1.9375,1.8333333333333333,1288.0,67.02702702702703,47.473684210526315,1112.0
31.0,22.0,43.0,44.0,0.43243243243243246,0.3157894736842105,1.9375,1.8333333333333333,1288.0,67.02702702702703,47.473684210526315,1112.0
32.0,22.0,44.0,44.0,0.4473684210526316,0.3157894736842105,1.8823529411764706,1.8333333333333333,1288.0,69.05263157894737,47.473684210526315,1112.0
32.0,25.0,43.0,44.0,0.4473684210526316,0.3333333333333333,1.8823529411764706,1.9230769230769231,1288.0,68.21052631578948,53.205128205128204,1112.0
32.0,25.0,41.0,42.0,0.4473684210526316,0.3333333333333333,1.8823529411764706,1.9230769230769231,1272.0,66.52631578947368,51.92307692307692,1128.0
34.0,25.0,43.0,42.0,0.475,0.3333333333333333,1.7894736842105263,1.9230769230769231,1246.0,70.55,51.92307692307692,1154.0
33.0,25.0,42.0,42.0,0.46153846153846156,0.3333333333333333,1.8333333333333333,1.9230769230769231,1246.0,68.53846153846155,51.92307692307692,1154.0
34.0,28.0,42.0,42.0,0.475,0.35,1.7894736842105263,2.0,1246.0,69.7,57.4,1154.0
34.0,28.0,41.0,40.0,0.4634146341463415,0.35,1.7894736842105263,2.0,1233.0,68.0,56.0,1167.0
34.0,28.0,41.0,40.0,0.4634146341463415,0.35,1.7894736842105263,2.0,1202.0,68.0,56.0,1198.0
36.0,28.0,41.0,39.0,0.47619047619047616,0.35,1.8,2.0,1200.0,71.14285714285714,55.3,1200.0
34.0,28.0,41.0,40.0,0.4634146341463415,0.35,1.7894736842105263,2.0,1200.0,68.0,56.0,1200.0
36.0,28.0,40.0,38.0,0.47619047619047616,0.35,1.8,2.0,1187.0,70.28571428571428,54.599999999999994,1213.0
36.0,31.0,39.0,38.0,0.47619047619047616,0.36585365853658536,1.8,2.066666666666667,1167.0,69.42857142857143,59.73170731707317,1233.0
36.0,31.0,38.0,36.0,0.46511627906976744,0.36585365853658536,1.8,2.066666666666667,1161.0,67.81395348837209,58.21951219512195,1239.0
36.0,31.0,38.0,36.0,0.46511627906976744,0.36585365853658536,1.8,2.066666666666667,1127.0,67.81395348837209,58.21951219512195,1273.0
36.0,31.0,39.0,36.0,0.45454545454545453,0.36585365853658536,1.8,2.066666666666667,1122.0,67.9090909090909,58.21951219512195,1278.0
36.0,31.0,39.0,36.0,0.45454545454545453,0.36585365853658536,1.8,2.066666666666667,1122.0,67.9090909090909,58.21951219512195,1278.0
36.0,31.0,38.0,36.0,0.45454545454545453,0.35714285714285715,1.8,2.066666666666667,1121.0,67.0909090909091,57.57142857142857,1279.0
36.0,31.0,39.0,36.0,0.4444444444444444,0.35714285714285715,1.8,2.066666666666667,1110.0,67.2,57.57142857142857,1290.0
36.0,31.0,39.0,36.0,0.4444444444444444,0.35714285714285715,1.8,2.066666666666667,1110.0,67.2,57.57142857142857,1290.0
39.0,31.0,39.0,36.0,0.45652173913043476,0.35714285714285715,1.8571428571428572,2.066666666666667,1107.0,72.06521739130434,57.57142857142857,1293.0
39.0,33.0,38.0,35.0,0.45652173913043476,0.37209302325581395,1.8571428571428572,2.0625,1103.0,71.21739130434781,59.86046511627907,1297.0
41.0,33.0,37.0,34.0,0.46808510638297873,0.37209302325581395,1.8636363636363635,2.0625,1082.0,73.27659574468086,59.093023255813954,1318.0
41.0,36.0,36.0,34.0,0.46808510638297873,0.38636363636363635,1.8636363636363635,2.1176470588235294,1062.0,72.40425531914894,63.81818181818181,1338.0
41.0,36.0,35.0,32.0,0.4583333333333333,0.38636363636363635,1.8636363636363635,2.1176470588235294,1039.0,70.89583333333333,62.18181818181818,1361.0
41.0,36.0,35.0,32.0,0.4583333333333333,0.38636363636363635,1.8636363636363635,2.1176470588235294,1011.0,70.89583333333333,62.18181818181818,1389.0
41.0,36.0,35.0,32.0,0.4489795918367347,0.38636363636363635,1.8636363636363635,2.1176470588235294,1007.0,70.28571428571428,62.18181818181818,1393.0
41.0,36.0,35.0,31.0,0.4489795918367347,0.38636363636363635,1.8636363636363635,2.1176470588235294,1005.0,70.28571428571428,61.36363636363636,1395.0
41.0,36.0,34.0,31.0,0.4489795918367347,0.38636363636363635,1.8636363636363635,2.1176470588235294,1001.0,69.44897959183673,61.36363636363636,1399.0
43.0,36.0,34.0,30.0,0.46,0.38636363636363635,1.8695652173913044,2.1176470588235294,988.0,72.24000000000001,60.54545454545455,1412.0
44.0,36.0,33.0,29.0,0.47058823529411764,0.37777777777777777,1.8333333333333333,2.1176470588235294,973.0,72.47058823529412,59.2,1427.0
44.0,36.0,35.0,30.0,0.47058823529411764,0.38636363636363635,1.8333333333333333,2.1176470588235294,973.0,74.19607843137254,60.54545454545455,1427.0
43.0,36.0,34.0,30.0,0.46,0.38636363636363635,1.8695652173913044,2.1176470588235294,973.0,72.24000000000001,60.54545454545455,1427.0
44.0,36.0,33.0,29.0,0.47058823529411764,0.37777777777777777,1.8333333333333333,2.1176470588235294,950.0,72.47058823529412,59.2,1450.0
44.0,38.0,33.0,29.0,0.47058823529411764,0.391304347826087,1.8333333333333333,2.111111111111111,947.0,72.47058823529412,61.95652173913044,1453.0
44.0,38.0,32.0,28.0,0.46153846153846156,0.391304347826087,1.8333333333333333,2.111111111111111,937.0,71.07692307692308,61.1304347826087,1463.0
44.0,38.0,32.0,28.0,0.46153846153846156,0.391304347826087,1.8333333333333333,2.111111111111111,917.0,71.07692307692308,61.1304347826087,1483.0
47.0,38.0,32.0,28.0,0.4716981132075472,0.391304347826087,1.88,2.111111111111111,914.0,75.37735849056604,61.1304347826087,1486.0
47.0,40.0,31.0,27.0,0.4716981132075472,0.40425531914893614,1.88,2.1052631578947367,908.0,74.49056603773585,62.97872340425532,1492.0
50.0,40.0,30.0,26.0,0.48148148148148145,0.40425531914893614,1.9230769230769231,2.1052631578947367,878.0,77.77777777777777,62.12765957446808,1522.0
50.0,42.0,29.0,25.0,0.48148148148148145,0.4166666666666667,1.9230769230769231,2.1,864.0,76.85185185185185,63.875,1536.0
50.0,42.0,28.0,25.0,0.4727272727272727,0.4166666666666667,1.9230769230769231,2.1,831.0,75.45454545454545,63.875,1569.0
50.0,42.0,28.0,24.0,0.4727272727272727,0.4166666666666667,1.9230769230769231,2.1,813.0,75.45454545454545,63.0,1587.0
50.0,42.0,28.0,24.0,0.4727272727272727,0.4166666666666667,1.9230769230769231,2.1,810.0,75.45454545454545,63.0,1590.0
50.0,42.0,28.0,24.0,0.4727272727272727,0.4166666666666667,1.9230769230769231,2.1,810.0,75.45454545454545,63.0,1590.0
52.0,42.0,28.0,24.0,0.48214285714285715,0.4166666666666667,1.9259259259259258,2.1,810.0,78.0,63.0,1590.0
52.0,42.0,27.0,23.0,0.48214285714285715,0.4166666666666667,1.9259259259259258,2.1,804.0,77.07142857142857,62.125,1596.0
52.0,42.0,26.0,22.0,0.48214285714285715,0.4166666666666667,1.9259259259259258,2.1,776.0,76.14285714285714,61.25,1624.0
52.0,42.0,26.0,22.0,0.48214285714285715,0.4166666666666667,1.9259259259259258,2.1,761.0,76.14285714285714,61.25,1639.0
52.0,42.0,26.0,22.0,0.48214285714285715,0.4166666666666667,1.9259259259259258,2.1,761.0,76.14285714285714,61.25,1639.0
54.0,42.0,25.0,21.0,0.5,0.40816326530612246,1.8620689655172413,2.1,758.0,77.27586206896552,60.0,1642.0
54.0,42.0,27.0,22.0,0.5,0.4166666666666667,1.8620689655172413,2.1,758.0,79.13793103448276,61.25,1642.0
53.0,42.0,26.0,22.0,0.49122807017543857,0.4166666666666667,1.8928571428571428,2.1,758.0,77.17543859649123,61.25,1642.0
54.0,42.0,25.0,21.0,0.5,0.40816326530612246,1.8620689655172413,2.1,729.0,77.27586206896552,60.0,1671.0
54.0,42.0,25.0,21.0,0.5,0.40816326530612246,1.8620689655172413,2.1,726.0,77.27586206896552,60.0,1674.0
54.0,42.0,25.0,21.0,0.5,0.40816326530612246,1.8620689655172413,2.1,714.0,77.27586206896552,60.0,1686.0
55.0,42.0,25.0,21.0,0.5084745762711864,0.40816326530612246,1.8333333333333333,2.1,714.0,78.30508474576271,60.0,1686.0
56.0,42.0,25.0,21.0,0.5166666666666667,0.40816326530612246,1.8064516129032258,2.1,714.0,79.33333333333333,60.0,1686.0
56.0,42.0,25.0,21.0,0.5166666666666667,0.4,1.8064516129032258,2.1,714.0,79.33333333333333,59.64,1686.0
56.0,42.0,25.0,20.0,0.5166666666666667,0.4,1.8064516129032258,2.1,700.0,79.33333333333333,58.8,1700.0
56.0,45.0,24.0,21.0,0.5166666666666667,0.4117647058823529,1.8064516129032258,2.142857142857143,696.0,78.4,63.529411764705884,1704.0
56.0,45.0,23.0,19.0,0.5081967213114754,0.4117647058823529,1.8064516129032258,2.142857142857143,695.0,77.11475409836066,61.76470588235294,1705.0
56.0,45.0,23.0,20.0,0.5081967213114754,0.40384615384615385,1.8064516129032258,2.142857142857143,663.0,77.11475409836066,62.30769230769231,1737.0
56.0,45.0,23.0,20.0,0.5081967213114754,0.40384615384615385,1.8064516129032258,2.142857142857143,663.0,77.11475409836066,62.30769230769231,1737.0
56.0,45.0,22.0,19.0,0.5081967213114754,0.39622641509433965,1.8064516129032258,2.142857142857143,658.0,76.19672131147541,61.132075471698116,1742.0
56.0,45.0,22.0,19.0,0.5081967213114754,0.39622641509433965,1.8064516129032258,2.142857142857143,642.0,76.19672131147541,61.132075471698116,1758.0
